"","BL11","BL12","BL21","BL22","CF11","CF12","CF21","CF22","POOL1","POOL2","POOL3","POOL4","S111","S112","S121","S122","S711","S712","S721","S722"
"tr|A0A140N3A3|A0A140N3A3_ECOBD",1697695.10074921,1675534.45833565,1537186.08609553,1410713.72912217,1684762.25095239,1680986.30098801,1673193.26666865,1726332.71227678,1432772.09730078,1547679.76550494,1524959.74173413,1455492.1210716,1210249.28537006,1239041.68157389,1291654.91925842,1244245.24537089,1303089.10012679,1229809.47305949,1108508.26042457,1198035.92198791
"tr|A0A140N3A9|A0A140N3A9_ECOBD",177155.306440475,184965.967071623,182285.279835496,172842.627348121,212970.263957772,196380.064979436,207193.755257036,194879.571519205,170648.888496481,174743.994841509,167395.835542614,177997.047795376,136055.628025703,157988.905924189,147306.456330769,168428.485944297,152334.62385734,150774.66186455,149175.690726041,144189.455872989
"tr|A0A140N3B4|A0A140N3B4_ECOBD",1059155.69524142,1031555.86664559,970406.780805676,1111365.4791626,859449.032311534,813630.418120573,1040035.81032756,1003774.55655999,842229.323831548,898255.217320077,842748.738338076,897735.802813549,581394.977053692,747389.692748231,819462.435150433,747535.80008434,655669.201763852,734320.006677287,651430.107005119,615236.465034548
"tr|A0A140N3C3|A0A140N3C3_ECOBD",696516.725806846,479894.803699355,390433.308640693,367205.030133156,397954.824477363,430692.344988514,412242.043467928,431097.728523906,422375.494271769,443004.017771219,422611.442872351,442768.069170638,396760.261780072,431651.872056034,465495.392175254,425903.487767594,395048.546628617,393427.312752376,414187.632152161,438520.637760956
"tr|A0A140N3D6|A0A140N3D6_ECOBD",16819919.2364877,17812530.6127572,18282673.5275371,20223174.4431115,19795803.5595443,19382847.9006868,20379730.3702784,19758212.0093416,15003128.879398,14330195.2604074,13892415.5440543,15440908.5957511,8388561.675841,10512664.0430657,9591768.03446718,9542275.04070995,9481481.81225293,9558904.49725273,10981127.0027093,8831251.88021008
"tr|A0A140N3E6|A0A140N3E6_ECOBD",1266696.55130461,1269468.88273688,1261184.19603231,1402154.62503894,1320676.12579086,1308694.46095225,1413409.59450971,1336025.40181496,1184887.87912881,1221767.09691077,1248118.14335721,1158536.83268237,863239.432845755,1138233.9703584,983009.697998617,1138861.80524698,898621.561927121,1109703.89316477,1036868.87187862,852770.824147867
"tr|A0A140N3F8|A0A140N3F8_ECOBD",3456448.70291889,3867994.05802607,3656849.01715553,3943521.02069363,2418700.49719452,2542501.13259332,2595890.08420967,2659552.1439346,2650595.11147817,2671988.20877893,2647704.02135602,2674879.29890107,1738310.17428067,2322814.59975029,2112425.78140254,2093347.65079157,1869288.38651638,2171039.14391438,2015281.42027975,1781778.16344809
"tr|A0A140N3G6|A0A140N3G6_ECOBD",1004633.65335885,776125.160080426,403052.785833405,512811.455847941,1992878.41738312,1912627.28416012,1354942.03855876,1440903.30306147,1445914.871816,1386094.18681201,1426067.77220303,1405941.28642498,2526160.8637421,2042309.08535857,1728254.54008412,1989132.76903098,2172009.98991207,1688388.81213906,1158214.42339015,1187245.09435573
"tr|A0A140N3G7|A0A140N3G7_ECOBD",151821102.586914,147194092.957655,136449549.686684,125397413.791964,153479998.785725,152991584.421045,139279566.842746,145394289.355651,154532038.168553,149388061.946112,151173008.266633,152747091.848032,189258215.433778,156670982.25666,177351150.283299,163235858.384671,171887842.308289,138757406.417649,151475018.524836,171055340.593645
"tr|A0A140N3H1|A0A140N3H1_ECOBD",190830.036551552,183246.290549072,136419.033865355,114998.459030828,210577.619854172,180652.810407833,158387.015490864,144251.184978923,121096.682628863,130003.28018467,125392.743245199,125707.219568334,59359.5445171937,66862.6467117215,62155.0459202017,61341.5979823039,102424.968316044,100658.780322341,116301.447567941,88550.6227989008
"tr|A0A140N3H4|A0A140N3H4_ECOBD",63716929.8389258,65108224.8511079,58231038.102599,57129909.1663254,64110899.5116503,67396612.1492011,64418926.8232489,66770277.2138954,66377953.1532435,66760370.8118656,65850793.8269528,67287530.1381563,69848401.8706391,70332503.7232165,74950500.4797968,71432461.4265774,70231630.7803934,65398584.1601507,67226431.525057,69569876.8650836
"tr|A0A140N3I1|A0A140N3I1_ECOBD",5493461.85539291,7770489.78265372,7060784.01840187,6587960.35587445,6165896.89432952,7292711.78342295,7007937.12864095,7118525.69797891,6729494.79429175,6595537.04352823,6649966.30466492,6675065.53315506,4473254.12553325,6848769.77790772,7088116.79637057,6256934.32210031,6055609.97326708,6182824.25265721,6463581.95002729,6867140.48005756
"tr|A0A140N3I2|A0A140N3I2_ECOBD",78110.0336336683,81897.3055064219,85066.9571711436,101470.342911931,57748.2030301868,73425.3047953468,76664.9294818043,86424.0474490717,72002.8700443388,77362.4418103084,71824.0921316805,77541.2197229667,63604.0261494799,73248.6606050906,67894.0107403559,67922.1944909538,62110.0519289035,74252.120550471,74315.3567626079,67162.3570574593
"tr|A0A140N3I5|A0A140N3I5_ECOBD",422087.056659763,375246.034655883,373126.968965067,445615.487122744,255372.607836309,226970.748131222,279421.682823797,254077.303760259,262389.996575971,271903.780539991,270448.373651496,263845.403464467,182392.119647523,209032.93427701,254773.354279496,176241.119563788,147980.35383778,190343.474284586,194072.830461775,123666.76352517
"tr|A0A140N3I9|A0A140N3I9_ECOBD",140540.565144931,369731.690451911,302053.84800466,337009.196698349,160760.731786007,346640.539809793,354878.848681495,291495.501811904,287342.30893794,247038.053856835,268266.434782235,266113.92801254,74479.8881622049,274666.002111395,250702.79917468,206361.391968179,170722.639484766,287907.397307705,282324.830136843,281150.954291309
"tr|A0A140N3K3|A0A140N3K3_ECOBD",123426.9593583,112658.375812415,100072.021913667,139068.89279867,206425.119874022,180606.50072887,123741.565358095,149517.61367184,130385.2875569,136200.650894443,132365.479936844,134220.458514498,121657.438983671,169395.609028839,129467.0964104,125039.103402596,123044.656841088,122987.877057451,162780.682859991,111773.149079787
"tr|A0A140N3K4|A0A140N3K4_ECOBD",493016.567813641,446617.267408887,446204.354143011,443696.834577065,444320.240756893,469002.956752307,391755.888964674,481056.125003574,404316.501676509,411449.293471964,402893.536039059,412872.259109415,294564.751033324,330283.797882945,333393.107004765,322988.481087166,327188.087592668,322705.755066197,354295.185065142,272971.980709763
"tr|A0A140N3L9|A0A140N3L9_ECOBD",41669602.6915951,42483310.8209777,38038857.3316982,38590804.3316986,41089487.1707201,41752719.7645491,41804977.2437434,41701818.9971601,41577678.9446565,40699555.1339974,41473381.10102,40803852.9776338,43386361.2454942,43265505.9833206,45408202.5076847,43948057.063817,42737847.6494664,42347504.7950818,41725978.8872852,42997595.5913852
"tr|A0A140N3M3|A0A140N3M3_ECOBD",5589483.21236194,5226591.97999347,4920956.20139134,5194170.24302177,5557040.03684794,5522886.02062037,5588619.55869777,5742287.45533663,4983246.04821638,5205713.66236711,5105153.4657246,5083806.24485889,4783700.79540163,4912405.84554075,5107890.55696063,4981681.91098774,4543847.19880733,4558020.64618932,4368874.34011149,4321267.51806314
"tr|A0A140N3M9|A0A140N3M9_ECOBD",528615.744701858,513107.529381952,481541.930806399,518980.867993971,539887.172027834,530413.638711723,539462.745288167,512040.703311329,488597.167658822,514151.275139776,497034.682750954,505713.760047644,448522.112685656,490168.698716568,493827.625643153,490639.583071498,461151.702731212,486960.426990522,494677.562378114,445733.865437401
"tr|A0A140N3N3|A0A140N3N3_ECOBD",2155180.47143718,2353760.27260597,2079475.39277994,1903870.45550616,2085472.71117349,2115062.42920434,1894954.96550042,2007247.54670043,1931419.52626783,2074019.1893263,2026901.55211109,1978537.16348304,2236119.96407107,2134321.57918782,1938210.87010213,2255298.87586934,1972533.11687245,2055547.28173406,2043505.70717347,1897698.02210201
"tr|A0A140N3N8|A0A140N3N8_ECOBD",3813715.01369432,4393092.8198759,6631299.10720699,6932162.66954462,4718724.96230517,4938655.25313445,5374650.76892891,5064642.74069952,4004801.438349,4175995.35730992,4206146.29189815,3974650.50376076,2806526.2403343,3780970.03725478,3162179.43131633,3343621.70237348,1986550.13675687,2218627.92148543,2129304.66774275,1629310.95951402
"tr|A0A140N3P1|A0A140N3P1_ECOBD",2071780.59455681,1922666.88826879,1829210.51269192,1859737.5856685,1856134.18790602,1767492.11899079,1949783.55365178,1872150.70951066,1831674.85735134,1896052.34419069,1850791.33529471,1876935.86624732,1932401.90805926,1795179.20284525,1717798.1420003,1832488.39296169,1745900.95420481,1718263.2200361,1699916.9222677,1609885.14699325
"tr|A0A140N3P4|A0A140N3P4_ECOBD",106586.596409876,80670.8600781228,99426.765720996,143515.187399889,196726.76058257,172594.851248199,172611.398751733,119564.188923428,114567.200933625,112479.274660402,100751.500888654,126294.974705374,179136.131590784,112469.125381007,178056.483080072,83584.4099245532,89803.9097025553,108131.935051953,102942.085568017,114995.647343429
"tr|A0A140N3P8|A0A140N3P8_ECOBD",2814730.03735172,2901567.81949497,2753387.37493834,2844185.52357387,2801335.91189258,2934546.04363252,2943262.33637882,2714013.61915713,2373128.75947116,2443313.34639206,2439188.73923409,2377253.36662912,1688515.86871311,2251635.92183815,1980587.70615969,2173564.72115725,1917977.84965591,2215690.03876215,1992238.68870076,1758574.83113003
"tr|A0A140N3Q3|A0A140N3Q3_ECOBD",13028819.4757384,12765465.9223029,8479427.36733411,8537118.45164064,7376645.33746186,8248257.91304719,7357960.0262828,7731485.36936578,9784898.75593983,10612151.2612553,10133686.8361705,10263363.1810246,11146644.1496198,11182963.2475643,11678019.9492381,11593956.6511987,10728107.0975113,11766391.9738858,10815225.5999062,10522820.2151847
"tr|A0A140N3Q6|A0A140N3Q6_ECOBD",1012771.038466,1089938.93699577,1001435.20486227,1057206.47325001,1054059.39304898,1070068.29419457,1043096.99632939,1053128.00387583,994914.188132385,950355.939882843,1004601.44145808,940668.686557146,833896.525125793,917533.549691451,1020674.68744022,817839.628525914,833459.494239583,797042.624809961,906224.475175523,868123.946492949
"tr|A0A140N3R5|A0A140N3R5_ECOBD",2473959.72299823,2364411.15752887,2544535.64981243,2476512.50376466,2283470.26233371,2515056.16483895,2320318.3425771,2503296.70175213,2322401.5142119,2402449.90921756,2294058.32300479,2430793.10042466,2390175.17498557,2213704.89840336,2441396.32692,2187442.88359504,2224544.92233444,2108467.71805236,2342053.26675148,2188950.67310136
"tr|A0A140N3S1|A0A140N3S1_ECOBD",2673672.78350796,2691201.93719094,2884318.28354819,2798583.37139323,2180462.04258959,2347465.96746083,2366767.32126011,2420252.941798,2478011.41534448,2442949.56759297,2483987.30966945,2436973.673268,2075351.1052213,2524506.77483436,2796338.2433779,2521920.12056146,2186707.00552917,2131610.72768726,2514170.70162436,2609525.72247201
"tr|A0A140N3T1|A0A140N3T1_ECOBD",6186135.49286178,6189054.17694779,6267469.93782317,6503591.55473985,4920977.34160198,4935695.92737714,5512475.22655431,5350404.10445859,4828018.04874348,4900824.19227125,4866686.4176178,4862155.82339693,3470473.13431856,4068402.23261812,3913168.56677884,4092757.13076634,3433624.70748426,3723235.69672225,3812184.1578359,3259917.95237373
"tr|A0A140N3U1|A0A140N3U1_ECOBD",11692839.6817841,11274694.4682063,10376713.1782373,10985533.380531,8310801.30991246,8173959.35268397,8839472.25977425,8906095.10408509,8893195.85148158,9053137.74598188,8816903.04375555,9129430.5537079,6585228.16197987,7681730.40059256,7906265.26908465,7861215.03634441,7230910.40611101,7685691.10768076,7721569.48399712,7133235.9810915
"tr|A0A140N3X6|A0A140N3X6_ECOBD",5070018.72761088,4603550.4157443,5816873.60820179,6039063.90297064,2514421.19695779,2433452.70605985,2721948.27225814,2743826.27272486,3157981.79205276,3100354.24852544,3173024.68158358,3085311.35899463,1806176.72795808,2047698.97347166,2026181.92524958,2146743.69777189,1874030.42102796,2001750.13908195,1898260.40637454,1448049.14453826
"tr|A0A140N3Y5|A0A140N3Y5_ECOBD",771604.686947133,807504.446523589,803340.88547539,811554.80593639,890593.40201206,953793.687799881,893647.27567545,904748.678259387,713321.154846342,731989.347309391,715129.470183215,730181.031972517,518750.69373016,592920.148946063,521984.232983704,573212.031589825,602875.836342827,585982.669274883,646015.968623585,548218.69255602
"tr|A0A140N3Y7|A0A140N3Y7_ECOBD",1509547.50874698,1473950.35441535,1623849.47867354,1704822.25683502,1439829.49114509,1434167.4195603,1510624.96611415,1494938.49999896,1271308.62552335,1333118.95677435,1300066.75608313,1304360.82621457,1062487.06808746,987705.999476096,1107142.01698814,1085711.20595787,977910.745424942,994443.742248725,998672.660830568,910517.916639546
"tr|A0A140N3Z1|A0A140N3Z1_ECOBD",2772312.026437,2768121.80994839,2895744.45460195,3005344.59597642,2837562.94797628,2612376.3720688,2644135.14521699,2489141.82849243,2466427.39587256,2515183.29464442,2527162.54988852,2454448.14062846,1986619.02947596,2047837.65620703,1988560.65416641,2119555.95852107,2093454.93826698,2106371.15232404,2082600.24137469,1953980.82396326
"tr|A0A140N412|A0A140N412_ECOBD",550074.565055758,528527.059049214,492258.132147242,569899.276711419,533241.602911883,535038.900954226,548671.85140277,541746.907104627,483590.116807585,530287.096798566,502542.854736895,511334.358869255,471052.469655729,454459.735792414,492107.516003337,427238.594531204,467373.704683735,448626.879581041,455109.645740745,475052.012046241
"tr|A0A140N417|A0A140N417_ECOBD",1081364.06954317,1145297.80531559,1135790.45923819,1146868.21097862,1035672.81301901,1077728.61004487,1083526.46708005,1182208.45897001,933535.575252405,919733.727911369,921774.971776419,931494.331387355,536536.233944477,675399.210158129,614081.56700324,641602.440531219,661354.772685799,1295195.80959175,879267.301654166,584511.131542129
"tr|A0A140N420|A0A140N420_ECOBD",6293871.03843448,6401130.00264607,9135206.2592791,9454648.54362069,3396782.17211228,3717520.65137357,4356027.71399886,4288493.73090172,5873251.62727228,5956161.01987265,5950652.87874304,5878759.76840189,6775611.94318647,7090354.96061593,5833213.16354817,5677206.05361992,5146964.12496646,5510368.58405546,4425555.63194606,3937524.46882925
"tr|A0A140N421|A0A140N421_ECOBD",2737626.54036374,2858982.5573804,2715996.64456734,2957285.36188939,2752379.87557041,3014824.81042816,3208441.20217792,3014555.64852005,2811068.58834099,3015211.53233568,2790221.78112161,3036058.33955506,2689785.49849256,3033943.37868015,2940839.84101198,3075776.96678837,2576902.48932221,3019033.73689313,2847150.83731676,2546872.69939673
"tr|A0A140N427|A0A140N427_ECOBD",350444.279192611,304127.071609758,308987.018831751,328879.389893205,365034.407227899,356660.635529025,365918.847434045,357097.878803598,311375.170231085,300388.575605407,314598.366182596,297165.379653896,303908.46874735,287222.290363494,310695.639338409,297273.092653942,295724.516381914,256412.478232456,299582.690331109,306914.430358015
"tr|A0A140N429|A0A140N429_ECOBD",2251205.14954963,2239152.64032507,2124141.2183955,1948545.2847929,2451420.55036066,2424171.01830383,2446505.11247981,2224015.33642381,2121823.05701901,2146031.37845375,2116479.32674828,2151375.10872448,2120003.3153179,2087160.24937346,2113363.82271654,2081078.27843071,2051972.18430077,1989497.52008904,1938147.62367761,1960333.01354898
"tr|A0A140N443|A0A140N443_ECOBD",1901745.79144038,1552085.18523621,1560746.47441809,1629597.92066784,1113842.65866034,1057751.29387782,1082026.6570059,1023502.89409106,1183524.01419902,1162152.76149322,1183020.97296873,1162655.8027235,1148529.21791962,823183.605734778,912923.738859848,909459.309171579,949622.638334246,859875.989625934,987707.412982337,891758.608511677
"tr|A0A140N448|A0A140N448_ECOBD",1399695.70259849,1365226.31735741,1350955.09072371,1374841.24117534,1636250.15058139,1528500.46275057,1455555.00495718,1472347.86395886,1205101.66823881,1311704.84632043,1280405.99647321,1236400.51808602,1019325.32190167,1022987.94567787,1128234.98126137,973052.231655938,1079739.11122797,1037166.55998732,1054944.25802925,1101482.87630956
"tr|A0A140N452|A0A140N452_ECOBD",70192.0712843051,47480.0514675621,37478.9453267577,54294.0556600713,74700.8864487288,58484.180264449,60668.8638589632,60397.6307191874,54085.6449930102,56008.9685929985,51769.0704442022,58325.5431418065,65853.8343172111,69839.625380464,61773.8328613463,68161.6458287633,61181.615847065,62834.5012842372,65645.3798668571,56030.0307044309
